dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMovingAverageTemperature12
1841-09-01,10.921,0.583,7.476333333333333
1841-10-01,8.764999999999999,0.654,7.581333333333333
1841-11-01,4.744,0.878,7.634916666666666
1841-12-01,2.548,0.981,7.688166666666667
1842-01-01,1.636,1.64,7.770416666666666
1842-02-01,2.787,1.56,7.797
1842-03-01,5.75,1.164,8.000583333333333
1842-04-01,8.309999999999999,0.76,8.128916666666667
1842-05-01,10.535,0.643,8.109833333333333
1842-06-01,12.629,0.6609999999999999,8.073749999999999
1842-07-01,13.584,0.509,7.993083333333332
1842-08-01,13.241,0.642,7.954166666666666
1842-09-01,10.94,0.677,7.955749999999999
1842-10-01,8.307,0.759,7.917583333333333
1842-11-01,4.824,0.792,7.92425
1842-12-01,3.73,0.963,8.02275
1843-01-01,2.974,1.212,8.13425
1843-02-01,3.92,1.045,8.228666666666667
1843-03-01,4.744,0.88,8.144833333333333
1843-04-01,7.829999999999999,0.691,8.104833333333334
1843-05-01,10.04,0.636,8.063583333333332
1843-06-01,12.53,0.523,8.055333333333332
1843-07-01,13.991,0.545,8.08925
1843-08-01,13.295,0.564,8.09375
1843-09-01,11.326,0.534,8.125916666666667
1843-10-01,8.722000000000001,0.596,8.1605
1843-11-01,4.947,0.775,8.17075
1843-12-01,3.765,0.997,8.173666666666668
1844-01-01,1.868,1.17,8.0815
1844-02-01,2.0380000000000003,1.137,7.924666666666666
1844-03-01,4.734,0.999,7.9238333333333335
1844-04-01,7.3889999999999985,0.81,7.887083333333333
1844-05-01,10.109,0.648,7.892833333333333
1844-06-01,12.84,0.7240000000000001,7.918666666666667
1844-07-01,13.921,0.605,7.912833333333334
1844-08-01,13.046,0.6920000000000001,7.892083333333333
1844-09-01,10.819,0.8170000000000001,7.849833333333333
1844-10-01,8.7,0.919,7.848
1844-11-01,4.401,1.327,7.802499999999999
1844-12-01,1.891,1.264,7.646333333333334
1845-01-01,2.661,1.364,7.712416666666666
1845-02-01,1.6269999999999998,1.226,7.678166666666667
1845-03-01,4.651,0.882,7.67125
1845-04-01,8.158,0.731,7.735333333333333
1845-05-01,10.433,0.772,7.762333333333333
1845-06-01,12.863,0.631,7.76425
1845-07-01,14.319,0.725,7.797416666666667
1845-08-01,13.556,0.561,7.839916666666666
1845-09-01,11.234000000000002,0.536,7.8745
1845-10-01,7.781999999999999,0.652,7.797999999999999
1845-11-01,5.194,1.155,7.864083333333333
1845-12-01,1.7359999999999998,1.3430000000000002,7.851166666666668
1846-01-01,3.213,1.47,7.897166666666667
1846-02-01,3.3760000000000003,1.177,8.042916666666667
1846-03-01,6.314,1.031,8.1815
1846-04-01,7.472999999999999,1.729,8.124416666666667
1846-05-01,10.896,0.8440000000000001,8.163
1846-06-01,13.53,1.143,8.218583333333333
1846-07-01,14.923,0.737,8.268916666666668
1846-08-01,14.121,0.765,8.316
1846-09-01,11.738,0.716,8.357999999999999
1846-10-01,8.229,0.8759999999999999,8.395249999999999
1846-11-01,5.0440000000000005,1.039,8.38275
1846-12-01,3.776,1.094,8.55275
1847-01-01,2.753,1.269,8.514416666666667
1847-02-01,3.602,1.383,8.53325
1847-03-01,4.046,1.5830000000000002,8.34425
1847-04-01,7.979999999999999,0.998,8.3865
1847-05-01,10.622,0.752,8.363666666666667
1847-06-01,12.828,0.428,8.305166666666667
1847-07-01,14.25,0.6,8.249083333333333
1847-08-01,13.414,0.657,8.190166666666666
1847-09-01,11.619000000000002,0.528,8.180250000000001
1847-10-01,8.618,0.8440000000000001,8.212666666666667
1847-11-01,5.574,0.778,8.256833333333333
1847-12-01,1.7259999999999998,0.988,8.086
1848-01-01,0.5100000000000002,1.341,7.8990833333333335
1848-02-01,3.726,1.4369999999999998,7.909416666666666
1848-03-01,4.806,0.967,7.9727500000000004
1848-04-01,8.11,1.054,7.983583333333333
1848-05-01,10.579999999999998,0.584,7.980083333333333
1848-06-01,13.247,0.583,8.014999999999999
1848-07-01,14.466,0.613,8.033
1848-08-01,13.268,0.7090000000000001,8.020833333333334
1848-09-01,10.997,0.623,7.969
1848-10-01,8.655,0.8370000000000001,7.972083333333333
1848-11-01,5.29,0.748,7.948416666666667
1848-12-01,2.099,0.96,7.979500000000001
1849-01-01,1.941,1.308,8.098749999999999
1849-02-01,2.638,1.345,8.008083333333333
1849-03-01,5.3020000000000005,1.06,8.049416666666668
1849-04-01,7.028,0.845,7.95925
1849-05-01,10.159,0.644,7.924166666666667
1849-06-01,13.0,0.659,7.903583333333334
1849-07-01,14.458,0.6779999999999999,7.902916666666667
1849-08-01,13.603,0.902,7.930833333333333
1849-09-01,11.093,0.568,7.938833333333334
1849-10-01,8.889999999999997,0.733,7.958416666666667
1849-11-01,5.7780000000000005,1.3130000000000002,7.999083333333332
1849-12-01,1.923,0.908,7.984416666666665
1850-01-01,0.7490000000000001,1.105,7.885083333333334
1850-02-01,3.071,1.275,7.921166666666667
1850-03-01,4.954,0.955,7.892166666666665
1850-04-01,7.217,0.665,7.907916666666666
1850-05-01,10.004,0.617,7.895
1850-06-01,13.15,0.614,7.907499999999999
1850-07-01,14.492,0.614,7.910333333333333
1850-08-01,14.039,0.802,7.946666666666666
1850-09-01,11.505,0.675,7.980999999999999
1850-10-01,8.091000000000001,0.863,7.914416666666667
1850-11-01,4.7330000000000005,1.149,7.827333333333335
1850-12-01,2.803,1.183,7.900666666666667
1851-01-01,2.431,1.122,8.040833333333333
1851-02-01,2.508,1.1,7.993916666666666
1851-03-01,4.192,0.971,7.930416666666667
1851-04-01,7.286999999999999,0.8290000000000001,7.93625
1851-05-01,11.113,0.936,8.028666666666666
1851-06-01,13.418,0.655,8.051
1851-07-01,14.531,0.606,8.054250000000001
1851-08-01,13.751,0.775,8.03025
1851-09-01,11.677,0.581,8.044583333333334
1851-10-01,9.122,1.058,8.1305
1851-11-01,4.973,0.968,8.1505
1851-12-01,3.14,0.982,8.178583333333334
1852-01-01,2.3760000000000003,1.389,8.174
1852-02-01,2.54,1.115,8.176666666666668
1852-03-01,3.884,0.915,8.151
1852-04-01,7.486999999999999,1.158,8.167666666666667
1852-05-01,11.169,0.855,8.172333333333334
1852-06-01,13.164,0.636,8.151166666666667
1852-07-01,14.512,0.778,8.149583333333332
1852-08-01,13.304,0.7659999999999999,8.112333333333334
1852-09-01,11.478,0.6890000000000001,8.09575
1852-10-01,8.91,0.654,8.078083333333334
1852-11-01,4.593,0.693,8.046416666666667
1852-12-01,3.785,1.371,8.100166666666667
1853-01-01,1.786,1.108,8.051
1853-02-01,2.228,1.492,8.025
1853-03-01,4.078,0.918,8.041166666666667
1853-04-01,7.540999999999999,0.8240000000000001,8.045666666666667
1853-05-01,10.975,0.743,8.029499999999999
1853-06-01,13.41,0.674,8.05
1853-07-01,14.645,0.659,8.061083333333334
1853-08-01,13.953,0.723,8.115166666666667
1853-09-01,11.71,0.7490000000000001,8.1345
1853-10-01,8.535,0.546,8.103250000000001
1853-11-01,4.783,0.868,8.119083333333332
1853-12-01,2.858,0.716,8.041833333333333
1854-01-01,1.281,0.977,7.99975
1854-02-01,1.941,1.08,7.975833333333334
1854-03-01,4.698,0.789,8.0275
1854-04-01,7.622000000000001,0.674,8.03425
1854-05-01,11.095,0.638,8.04425
1854-06-01,12.829,0.5329999999999999,7.995833333333334
1854-07-01,14.692,0.85,7.99975
1854-08-01,13.889,0.898,7.994416666666666
1854-09-01,11.514,0.552,7.978083333333334
1854-10-01,9.763,0.964,8.080416666666666
1854-11-01,5.745,0.7859999999999999,8.160583333333333
1854-12-01,3.457,1.167,8.210500000000001
1855-01-01,2.522,1.465,8.313916666666666
1855-02-01,2.982,1.3219999999999998,8.400666666666666
1855-03-01,4.617,0.898,8.393916666666668
1855-04-01,8.58,1.034,8.47375
1855-05-01,11.186,0.799,8.481333333333334
1855-06-01,12.984000000000002,0.79,8.49425
1855-07-01,13.925999999999998,0.635,8.430416666666668
1855-08-01,13.547,0.601,8.401916666666667
1855-09-01,11.140999999999998,0.638,8.370833333333332
1855-10-01,8.443999999999999,0.778,8.260916666666667
1855-11-01,5.186,0.69,8.214333333333334
1855-12-01,2.214,0.996,8.110750000000001
1856-01-01,2.76,0.752,8.130583333333332
1856-02-01,2.226,0.953,8.067583333333333
1856-03-01,4.372,0.735,8.047166666666667
1856-04-01,7.750999999999999,0.57,7.978083333333333
1856-05-01,10.53,0.915,7.923416666666665
1856-06-01,13.496,0.778,7.966083333333333
1856-07-01,14.019,0.422,7.973833333333332
1856-08-01,13.021,0.866,7.93
1856-09-01,10.948,0.884,7.913916666666668
1856-10-01,8.087,0.759,7.884166666666666
1856-11-01,5.36,0.5770000000000001,7.898666666666666
1856-12-01,3.381,0.918,7.995916666666666
1857-01-01,1.821,0.924,7.917666666666666
1857-02-01,2.481,0.885,7.938916666666667
1857-03-01,4.312,0.8440000000000001,7.933916666666668
1857-04-01,6.826999999999999,0.5429999999999999,7.856916666666667
1857-05-01,9.885,0.6809999999999999,7.803166666666667
1857-06-01,12.611,0.7979999999999999,7.729416666666668
1857-07-01,13.953,0.792,7.723916666666667
1857-08-01,13.203,0.795,7.739083333333333
1857-09-01,11.056,0.672,7.748083333333333
1857-10-01,8.198,0.726,7.757333333333334
1857-11-01,5.236000000000001,0.636,7.747
1857-12-01,3.515,0.7170000000000001,7.758166666666667
1858-01-01,2.739,1.094,7.834666666666667
1858-02-01,2.2840000000000003,0.662,7.81825
1858-03-01,4.834,0.757,7.86175
1858-04-01,8.25,0.6609999999999999,7.980333333333333
1858-05-01,10.851,0.624,8.060833333333333
1858-06-01,12.956,0.688,8.089583333333334
1858-07-01,13.677,0.754,8.066583333333334
1858-08-01,13.22,0.5579999999999999,8.068
1858-09-01,11.148,0.517,8.075666666666667
1858-10-01,8.809999999999997,0.62,8.126666666666667
1858-11-01,5.99,0.774,8.1895
1858-12-01,2.444,0.688,8.10025
1859-01-01,2.015,1.007,8.039916666666667
1859-02-01,2.611,1.0,8.067166666666667
1859-03-01,5.023,0.916,8.082916666666668
1859-04-01,8.542,0.617,8.10725
1859-05-01,11.456,0.616,8.157666666666666
1859-06-01,13.142,0.514,8.173166666666667
1859-07-01,13.827,0.5670000000000001,8.185666666666666
1859-08-01,13.217,0.468,8.185416666666667
1859-09-01,11.079999999999998,0.365,8.17975
1859-10-01,8.834,0.638,8.18175
1859-11-01,5.912000000000001,0.5720000000000001,8.17525
1859-12-01,3.365,0.816,8.252
1860-01-01,2.077,0.86,8.257166666666667
1860-02-01,2.632,0.75,8.258916666666666
1860-03-01,3.494,0.87,8.1315
1860-04-01,7.76,0.46,8.066333333333333
1860-05-01,11.062,0.7440000000000001,8.0335
1860-06-01,13.271999999999998,0.5479999999999999,8.044333333333332
1860-07-01,14.203,0.471,8.075666666666665
1860-08-01,13.765,0.503,8.121333333333332
1860-09-01,11.892,0.535,8.189
1860-10-01,8.712,0.466,8.178833333333332
1860-11-01,5.027,0.555,8.105083333333333
1860-12-01,1.634,0.75,7.9608333333333325
1861-01-01,0.4040000000000004,0.846,7.821416666666667
1861-02-01,2.137,0.755,7.780166666666666
1861-03-01,4.489,0.759,7.863083333333332
1861-04-01,7.486999999999999,0.6990000000000001,7.840333333333334
1861-05-01,10.515999999999998,0.5379999999999999,7.794833333333333
1861-06-01,13.017,0.7979999999999999,7.773583333333332
1861-07-01,13.967,0.477,7.753916666666666
1861-08-01,13.656,0.5760000000000001,7.744833333333333
1861-09-01,11.409,0.501,7.704583333333333
1861-10-01,8.475,0.494,7.684833333333333
1861-11-01,5.707000000000001,0.482,7.741500000000001
1861-12-01,2.894,0.916,7.8465
1862-01-01,0.685,1.105,7.869916666666666
1862-02-01,1.769,0.7120000000000001,7.83925
1862-03-01,4.485,0.6609999999999999,7.838916666666667
1862-04-01,7.322999999999999,0.8270000000000001,7.82525
1862-05-01,10.739,0.58,7.843833333333333
1862-06-01,12.86,0.535,7.830750000000001
1862-07-01,13.928,0.445,7.8275
1862-08-01,13.188,0.504,7.7885
1862-09-01,11.028,0.519,7.75675
1862-10-01,8.283,0.618,7.740750000000001
1862-11-01,4.792,0.7509999999999999,7.664499999999999
1862-12-01,1.6230000000000002,1.01,7.558583333333334
1863-01-01,3.0340000000000003,1.228,7.754333333333334
1863-02-01,3.253,1.099,7.878
1863-03-01,4.682,0.7829999999999999,7.894416666666667
1863-04-01,7.930999999999999,0.792,7.945083333333334
1863-05-01,11.081,0.687,7.973583333333333
1863-06-01,12.794,0.542,7.968083333333333
1863-07-01,13.765,0.642,7.9545
1863-08-01,13.294,0.523,7.963333333333334
1863-09-01,11.23,0.556,7.980166666666666
1863-10-01,8.235,0.521,7.976166666666667
1863-11-01,5.392,0.515,8.026166666666667
1863-12-01,2.651,1.088,8.111833333333333
1864-01-01,1.551,0.8759999999999999,7.98825
1864-02-01,2.506,1.05,7.925999999999999
1864-03-01,4.651,0.767,7.923416666666665
1864-04-01,7.515,0.622,7.888749999999999
1864-05-01,10.956,0.531,7.878333333333334
1864-06-01,13.365,0.73,7.925916666666666
1864-07-01,14.162,0.57,7.959
1864-08-01,13.434,0.5660000000000001,7.970666666666666
1864-09-01,11.37,0.546,7.982333333333333
1864-10-01,8.795,0.484,8.029
1864-11-01,5.232,0.6990000000000001,8.015666666666666
1864-12-01,2.266,0.6759999999999999,7.983583333333333
1865-01-01,2.975,0.956,8.10225
1865-02-01,2.152,0.8320000000000001,8.072750000000001
1865-03-01,4.039,0.768,8.021749999999999
1865-04-01,7.313999999999999,0.643,8.005
1865-05-01,10.917,0.488,8.00175
1865-06-01,13.214,0.586,7.989166666666667
1865-07-01,14.22,0.542,7.994
1865-08-01,13.58,0.535,8.006166666666667
1865-09-01,11.797,0.5539999999999999,8.041749999999999
1865-10-01,9.136,0.444,8.070166666666667
1865-11-01,6.144,0.71,8.146166666666666
1865-12-01,2.6460000000000004,0.888,8.177833333333334
1866-01-01,2.932,0.861,8.174249999999999
1866-02-01,2.274,0.8540000000000001,8.184416666666666
1866-03-01,4.421,0.711,8.21625
1866-04-01,7.914,0.531,8.26625
1866-05-01,10.898,0.5660000000000001,8.264666666666667
1866-06-01,12.853,0.4320000000000001,8.234583333333333
1866-07-01,14.602,0.44,8.266416666666666
1866-08-01,13.532,0.629,8.262416666666667
1866-09-01,11.527,0.496,8.239916666666668
1866-10-01,8.506,0.512,8.187416666666666
1866-11-01,5.8950000000000005,0.526,8.166666666666666
1866-12-01,4.152,0.7140000000000001,8.292166666666667
1867-01-01,2.482,0.941,8.254666666666667
1867-02-01,2.664,0.936,8.287166666666666
1867-03-01,4.4540000000000015,0.65,8.289916666666667
1867-04-01,8.258,0.611,8.318583333333335
1867-05-01,10.495,0.414,8.285
1867-06-01,13.303,0.482,8.3225
1867-07-01,14.223,0.401,8.290916666666666
1867-08-01,13.505999999999998,0.417,8.28875
1867-09-01,11.763,0.458,8.308416666666666
1867-10-01,9.212,0.479,8.36725
1867-11-01,6.939,0.784,8.45425
1867-12-01,3.937,1.045,8.436333333333334
1868-01-01,1.834,0.795,8.382333333333333
1868-02-01,2.039,0.8490000000000001,8.330250000000001
1868-03-01,4.538,0.578,8.33725
1868-04-01,8.183,0.493,8.331
1868-05-01,11.308,0.494,8.39875
1868-06-01,13.162,0.375,8.387
1868-07-01,14.514,0.431,8.41125
1868-08-01,13.744000000000002,0.552,8.431083333333333
1868-09-01,11.669,0.418,8.42325
1868-10-01,9.448,0.428,8.442916666666667
1868-11-01,5.192,0.504,8.297333333333333
1868-12-01,3.344,0.639,8.247916666666667
1869-01-01,2.115,1.028,8.271333333333333
1869-02-01,3.864,0.82,8.423416666666666
1869-03-01,4.3740000000000006,0.631,8.40975
1869-04-01,7.9209999999999985,0.758,8.387916666666667
1869-05-01,11.295,0.642,8.386833333333334
1869-06-01,13.537,0.532,8.418083333333334
1869-07-01,14.337,0.449,8.403333333333334
1869-08-01,14.01,0.4370000000000001,8.4255
1869-09-01,12.247,0.382,8.473666666666666
1869-10-01,9.006,0.456,8.436833333333333
1869-11-01,5.773,0.499,8.48525
1869-12-01,2.7060000000000004,0.514,8.432083333333333
1870-01-01,2.082,0.8079999999999999,8.429333333333334
1870-02-01,2.1340000000000003,0.7040000000000001,8.285166666666667
1870-03-01,4.656000000000001,0.568,8.308666666666666
1870-04-01,7.879,0.524,8.305166666666667
1870-05-01,11.339,0.579,8.308833333333334
1870-06-01,13.653,0.486,8.3185
1870-07-01,14.599,0.4,8.340333333333334
1870-08-01,13.484000000000002,0.411,8.2965
1870-09-01,11.952,0.412,8.271916666666668
1870-10-01,8.809999999999997,0.542,8.255583333333334
1870-11-01,5.6,0.529,8.241166666666667
1870-12-01,2.228,0.639,8.201333333333334
1871-01-01,1.4469999999999998,0.7929999999999999,8.148416666666666
1871-02-01,1.736,0.94,8.11525
1871-03-01,4.6850000000000005,0.649,8.117666666666667
1871-04-01,8.34,0.461,8.156083333333333
1871-05-01,10.787999999999998,0.451,8.110166666666666
1871-06-01,13.08,0.392,8.062416666666666
1871-07-01,14.29,0.382,8.036666666666667
1871-08-01,13.932,0.449,8.074
1871-09-01,11.711,0.516,8.053916666666666
1871-10-01,9.096,0.412,8.07775
1871-11-01,5.113,0.825,8.037166666666666
1871-12-01,3.1630000000000003,0.573,8.115083333333333
1872-01-01,1.652,0.996,8.132166666666667
1872-02-01,2.35,0.856,8.183333333333334
1872-03-01,4.922,0.611,8.203083333333334
1872-04-01,7.845999999999999,0.5379999999999999,8.161916666666666
1872-05-01,11.198,0.503,8.196083333333332
1872-06-01,13.055,0.434,8.194
1872-07-01,14.285,0.478,8.193583333333335
1872-08-01,13.821,0.485,8.184333333333333
1872-09-01,11.957999999999998,0.368,8.204916666666668
1872-10-01,9.24,0.394,8.216916666666666
1872-11-01,5.372000000000001,0.493,8.2385
1872-12-01,2.627,0.913,8.193833333333334
1873-01-01,2.013,0.706,8.223916666666666
1873-02-01,3.195,0.7490000000000001,8.294333333333332
1873-03-01,4.704,0.696,8.276166666666667
1873-04-01,7.462000000000001,0.616,8.244166666666667
1873-05-01,11.005999999999998,0.42,8.228166666666667
1873-06-01,13.405,0.495,8.257333333333333
1873-07-01,14.287,0.407,8.2575
1873-08-01,13.755,0.438,8.252
1873-09-01,11.486999999999998,0.436,8.21275
1873-10-01,9.234,0.4320000000000001,8.21225
1873-11-01,5.819,0.545,8.2495
1873-12-01,3.846,0.6659999999999999,8.351083333333333
1874-01-01,2.685,0.825,8.407083333333334
1874-02-01,3.069,0.7240000000000001,8.396583333333334
1874-03-01,4.221,0.5920000000000001,8.356333333333334
1874-04-01,8.231,0.39,8.420416666666666
1874-05-01,11.306,0.411,8.445416666666667
1874-06-01,13.306,0.467,8.437166666666666
1874-07-01,14.122,0.419,8.423416666666666
1874-08-01,13.815,0.382,8.428416666666665
1874-09-01,12.111,0.366,8.480416666666667
1874-10-01,9.12,0.475,8.470916666666668
1874-11-01,5.809,0.626,8.470083333333333
1874-12-01,3.407,0.5379999999999999,8.4335
1875-01-01,1.533,0.672,8.3375
1875-02-01,2.259,0.718,8.27
1875-03-01,4.256,0.461,8.272916666666667
1875-04-01,7.635999999999999,0.38,8.223333333333333
1875-05-01,10.746,0.376,8.176666666666668
1875-06-01,13.157,0.418,8.164250000000001
1875-07-01,14.144,0.397,8.166083333333333
1875-08-01,13.401,0.433,8.131583333333333
1875-09-01,11.319,0.394,8.065583333333334
1875-10-01,8.584999999999999,0.39,8.020999999999999
1875-11-01,4.614,0.366,7.9214166666666666
1875-12-01,2.665,0.413,7.859583333333333
1876-01-01,1.856,0.503,7.886500000000001
1876-02-01,2.617,0.505,7.916333333333333
1876-03-01,4.748,0.515,7.957333333333334
1876-04-01,8.199,0.412,8.00425
1876-05-01,10.69,0.513,7.999583333333334
1876-06-01,13.130999999999998,0.28,7.997416666666666
1876-07-01,14.319,0.369,8.012
1876-08-01,13.481,0.407,8.018666666666666
1876-09-01,11.687,0.377,8.049333333333333
1876-10-01,8.946,0.327,8.079416666666667
1876-11-01,5.093,0.414,8.119333333333332
1876-12-01,2.194,0.58,8.080083333333333
1877-01-01,2.286,0.708,8.115916666666665
1877-02-01,2.928,0.584,8.141833333333333
1877-03-01,5.297000000000001,0.487,8.187583333333333
1877-04-01,8.039,0.429,8.174249999999999
1877-05-01,11.056,0.4,8.204749999999999
1877-06-01,13.384,0.464,8.225833333333332
1877-07-01,14.642,0.402,8.25275
1877-08-01,14.151,0.383,8.308583333333333
1877-09-01,12.075,0.418,8.340916666666667
1877-10-01,9.273,0.273,8.368166666666667
1877-11-01,6.348,0.479,8.47275
1877-12-01,2.9960000000000004,0.444,8.539583333333333
1878-01-01,2.0170000000000003,0.461,8.517166666666666
1878-02-01,3.728,0.563,8.583833333333333
1878-03-01,6.6080000000000005,0.477,8.693083333333334
1878-04-01,8.899,0.431,8.764750000000001
1878-05-01,11.017,0.419,8.7615
1878-06-01,13.796,0.38,8.795833333333333
1878-07-01,14.742,0.378,8.804166666666665
1878-08-01,14.094,0.465,8.799416666666666
1878-09-01,12.093,0.375,8.800916666666666
1878-10-01,9.173,0.306,8.792583333333333
1878-11-01,6.446000000000001,0.429,8.800749999999999
1878-12-01,3.344,0.415,8.82975
1879-01-01,2.303,0.6579999999999999,8.853583333333333
1879-02-01,2.737,0.672,8.770999999999999
1879-03-01,4.924,0.461,8.630666666666666
1879-04-01,7.767999999999999,0.458,8.536416666666666
1879-05-01,10.803,0.388,8.518583333333334
1879-06-01,13.23,0.459,8.471416666666668
1879-07-01,14.238,0.379,8.429416666666667
1879-08-01,13.245,0.426,8.358666666666666
1879-09-01,11.449000000000002,0.357,8.305000000000001
1879-10-01,9.229,0.331,8.309666666666667
1879-11-01,5.526,0.376,8.233
1879-12-01,2.5380000000000003,0.596,8.165833333333333
1880-01-01,1.755,0.5720000000000001,8.120166666666666
1880-02-01,2.052,0.491,8.063083333333333
1880-03-01,4.63,0.468,8.038583333333333
1880-04-01,7.558999999999998,0.456,8.021166666666666
1880-05-01,11.095999999999998,0.389,8.045583333333333
1880-06-01,13.327,0.436,8.053666666666667
1880-07-01,14.140999999999998,0.396,8.045583333333333
1880-08-01,13.807,0.384,8.092416666666667
1880-09-01,11.386,0.289,8.087166666666667
1880-10-01,8.673,0.296,8.040833333333333
1880-11-01,5.893,0.386,8.071416666666666
1880-12-01,3.1060000000000003,0.416,8.11875
1881-01-01,2.4610000000000003,0.634,8.177583333333333
1881-02-01,2.6260000000000003,0.595,8.225416666666666
1881-03-01,5.01,0.52,8.257083333333332
1881-04-01,8.322999999999999,0.362,8.32075
1881-05-01,11.165,0.406,8.3265
1881-06-01,12.745,0.357,8.278
1881-07-01,14.203,0.344,8.283166666666666
1881-08-01,13.71,0.376,8.275083333333333
1881-09-01,11.689,0.287,8.300333333333333
1881-10-01,8.850999999999997,0.315,8.315166666666665
1881-11-01,5.272,0.397,8.263416666666666
1881-12-01,3.196,0.439,8.270916666666666
1882-01-01,2.99,0.486,8.315
1882-02-01,3.2310000000000003,0.4270000000000001,8.365416666666667
1882-03-01,5.04,0.498,8.367916666666668
1882-04-01,7.690999999999999,0.369,8.315249999999999
1882-05-01,10.888,0.337,8.292166666666667
1882-06-01,12.805,0.298,8.297166666666667
1882-07-01,13.747,0.334,8.259166666666665
1882-08-01,13.703,0.433,8.258583333333332
1882-09-01,11.736,0.287,8.2625
1882-10-01,8.445,0.327,8.228666666666667
1882-11-01,5.066,0.359,8.2115
1882-12-01,2.205,0.404,8.128916666666667
1883-01-01,1.4600000000000002,0.53,8.001416666666666
1883-02-01,1.856,0.498,7.886833333333333
1883-03-01,4.928999999999999,0.421,7.877583333333333
1883-04-01,7.690999999999999,0.424,7.877583333333334
1883-05-01,10.832,0.354,7.872916666666666
1883-06-01,13.302,0.294,7.9143333333333326
1883-07-01,14.011,0.355,7.936333333333333
1883-08-01,13.224,0.34,7.896416666666667
1883-09-01,11.343,0.327,7.863666666666667
1883-10-01,8.908999999999997,0.249,7.902333333333334
1883-11-01,4.905,0.293,7.888916666666667
1883-12-01,3.261,0.363,7.976916666666667
1884-01-01,2.12,0.472,8.031916666666666
1884-02-01,2.474,0.486,8.083416666666666
1884-03-01,3.892,0.476,7.997
1884-04-01,7.185999999999999,0.311,7.954916666666666
1884-05-01,10.198,0.353,7.902083333333334
1884-06-01,12.527,0.382,7.8374999999999995
1884-07-01,13.622,0.375,7.805083333333333
1884-08-01,13.257,0.41,7.807833333333332
1884-09-01,11.235,0.392,7.798833333333332
1884-10-01,8.581,0.307,7.7715
1884-11-01,5.164,0.383,7.793083333333333
1884-12-01,3.028,0.408,7.773666666666667
1885-01-01,1.003,0.664,7.680583333333334
1885-02-01,2.2430000000000003,0.578,7.661333333333332
1885-03-01,4.622,0.381,7.722166666666666
1885-04-01,7.3359999999999985,0.398,7.734666666666667
1885-05-01,10.567,0.391,7.765416666666667
1885-06-01,12.716,0.304,7.781166666666667
1885-07-01,13.972,0.369,7.8103333333333325
1885-08-01,13.351,0.445,7.8181666666666665
1885-09-01,11.435,0.365,7.834833333333333
1885-10-01,8.722000000000001,0.347,7.846583333333334
1885-11-01,5.425,0.377,7.868333333333333
1885-12-01,3.644,0.481,7.919666666666667
1886-01-01,1.436,0.545,7.955749999999999
1886-02-01,1.793,0.453,7.9182500000000005
1886-03-01,4.2620000000000005,0.346,7.88825
1886-04-01,7.909,0.299,7.936
1886-05-01,10.784,0.468,7.954083333333333
1886-06-01,12.789,0.318,7.960166666666667
1886-07-01,14.226,0.354,7.9813333333333345
1886-08-01,13.323,0.369,7.979
1886-09-01,11.6,0.3229999999999999,7.992750000000001
1886-10-01,8.604,0.355,7.982916666666667
1886-11-01,5.226,0.353,7.966333333333334
1886-12-01,3.502,0.449,7.9544999999999995
1887-01-01,0.8240000000000001,0.568,7.9035
1887-02-01,2.0540000000000003,0.464,7.925249999999999
1887-03-01,4.552,0.433,7.949416666666667
1887-04-01,7.789,0.333,7.939416666666666
1887-05-01,10.84,0.396,7.9440833333333325
1887-06-01,12.89,0.327,7.9525
1887-07-01,14.021,0.343,7.935416666666666
1887-08-01,13.097,0.358,7.916583333333333
1887-09-01,11.707,0.378,7.9254999999999995
1887-10-01,8.738,0.263,7.9366666666666665
1887-11-01,5.5920000000000005,0.382,7.9671666666666665
1887-12-01,2.875,0.46,7.914916666666667
1888-01-01,1.7080000000000002,0.375,7.988583333333334
1888-02-01,2.039,0.456,7.987333333333333
1888-03-01,4.3,0.401,7.966333333333332
1888-04-01,7.845,0.429,7.971
1888-05-01,10.62,0.389,7.9526666666666666
1888-06-01,12.921,0.395,7.9552499999999995
1888-07-01,14.242,0.321,7.9736666666666665
1888-08-01,13.511,0.436,8.008166666666666
1888-09-01,11.685,0.344,8.006333333333332
1888-10-01,9.201,0.286,8.044916666666667
1888-11-01,5.792000000000001,0.361,8.061583333333333
1888-12-01,3.222,0.396,8.0905
1889-01-01,1.7619999999999998,0.458,8.095
1889-02-01,3.409,0.399,8.209166666666667
1889-03-01,5.299,0.419,8.292416666666666
1889-04-01,8.588999999999999,0.332,8.354416666666667
1889-05-01,11.242,0.3720000000000001,8.40625
1889-06-01,13.288,0.275,8.436833333333334
1889-07-01,14.225,0.327,8.435416666666667
1889-08-01,13.504,0.383,8.434833333333332
1889-09-01,11.547,0.339,8.423333333333334
1889-10-01,8.865,0.282,8.395333333333333
1889-11-01,4.9990000000000006,0.44,8.32925
1889-12-01,3.099,0.412,8.319
1890-01-01,1.836,0.401,8.325166666666666
1890-02-01,2.516,0.373,8.25075
1890-03-01,4.21,0.377,8.16
1890-04-01,7.738999999999999,0.357,8.089166666666667
1890-05-01,10.464,0.373,8.024333333333333
1890-06-01,12.872,0.352,7.989666666666667
1890-07-01,14.034,0.354,7.97375
1890-08-01,13.265999999999998,0.352,7.953916666666667
