,Country,Year,AverageTemperature,AverageTemperatureUncertainty,Year_Date
482,Djibouti,1920,28.86,0.9391666666666662,1925.5
483,Djibouti,1930,28.96,0.8983333333333335,1935.5
484,Djibouti,1940,29.29,0.6541666666666669,1945.5
485,Djibouti,1950,28.97,0.8575,1955.5
486,Djibouti,1960,29.14,0.6474999999999999,1965.5
487,Djibouti,1970,29.27,0.6675000000000003,1975.5
488,Djibouti,1980,29.33,0.783333333333333,1985.5
489,Djibouti,1990,29.62,0.8441666666666667,1995.5
490,Djibouti,2000,30.01,0.7175000000000001,2005.5
491,Djibouti,2010,30.42,0.8242424242424242,2011.909090909091
492,Dominican Republic,1900,25.63,0.5587962962962943,1905.5
493,Dominican Republic,1910,25.66,0.4701851851851844,1915.5
494,Dominican Republic,1920,25.8,0.4612962962962954,1925.5
495,Dominican Republic,1930,25.92,0.39944444444444377,1935.5
496,Dominican Republic,1940,26.03,0.335370370370371,1945.5
497,Dominican Republic,1950,26.13,0.3962962962962955,1955.5
498,Dominican Republic,1960,26.1,0.33361111111111186,1965.5
499,Dominican Republic,1970,26.1,0.3388888888888884,1975.5
500,Dominican Republic,1980,26.36,0.36203703703703677,1985.5
501,Dominican Republic,1990,26.52,0.44583333333333225,1995.5
502,Dominican Republic,2000,26.82,0.36768518518518467,2005.5
503,Dominican Republic,2010,26.65,0.4720538720538722,2011.909090909091
504,Ecuador,1900,20.09,0.9149999999999953,1905.5
505,Ecuador,1910,20.28,0.9178205128205138,1915.5
506,Ecuador,1920,20.45,0.7514102564102566,1925.5
507,Ecuador,1930,20.5,0.4941666666666634,1935.5
508,Ecuador,1940,20.67,0.5760256410256391,1945.5
509,Ecuador,1950,20.64,0.5069230769230744,1955.5
510,Ecuador,1960,20.74,0.3748717948717925,1965.5
511,Ecuador,1970,20.77,0.36538461538461336,1975.5
512,Ecuador,1980,21.02,0.4120512820512791,1985.5
513,Ecuador,1990,21.2,0.3114102564102556,1995.5
514,Ecuador,2000,21.29,0.4632051282051259,2005.5
515,Ecuador,2010,21.14,0.48927738927738995,2011.909090909091
516,Egypt,1900,21.31,0.5756578947368403,1905.5
517,Egypt,1910,21.42,0.4880263157894694,1915.5
518,Egypt,1920,21.75,0.418464912280694,1925.5
519,Egypt,1930,21.91,0.43166666666666204,1935.5
520,Egypt,1940,21.68,0.3985964912280657,1945.5
521,Egypt,1950,21.99,0.3672368421052589,1955.5
522,Egypt,1960,21.91,0.3474999999999954,1965.5
523,Egypt,1970,21.87,0.358377192982453,1975.5
524,Egypt,1980,21.74,0.324385964912278,1985.5
525,Egypt,1990,22.11,0.3466666666666637,1995.5
526,Egypt,2000,22.76,0.29539473684210354,2005.5
527,Egypt,2010,22.73,0.43971291866028794,2011.909090909091
528,El Salvador,1900,24.77,0.9830555555555565,1905.5
529,El Salvador,1910,25.11,0.6337499999999989,1915.5
530,El Salvador,1920,25.38,0.6188888888888887,1925.5
531,El Salvador,1930,25.31,0.6273611111111113,1935.5
532,El Salvador,1940,25.51,0.6230555555555559,1945.5
533,El Salvador,1950,25.56,0.43555555555555703,1955.5
534,El Salvador,1960,25.41,0.41708333333333447,1965.5
535,El Salvador,1970,25.57,0.33819444444444585,1975.5
536,El Salvador,1980,25.71,0.4475000000000001,1985.5
537,El Salvador,1990,26.01,0.42138888888889026,1995.5
538,El Salvador,2000,25.96,0.4115277777777787,2005.5
539,El Salvador,2010,26.0,0.5222222222222217,2011.909090909091
540,Equatorial Guinea,1900,24.64,0.9283333333333332,1905.5
541,Equatorial Guinea,1910,25.16,0.7383333333333333,1915.5
542,Equatorial Guinea,1920,25.2,0.6708333333333336,1925.5
543,Equatorial Guinea,1930,25.45,0.7566666666666666,1935.5
544,Equatorial Guinea,1940,25.54,0.3816666666666663,1945.5
545,Equatorial Guinea,1950,25.22,0.29,1955.5
546,Equatorial Guinea,1960,25.33,0.272083333333333,1965.5
547,Equatorial Guinea,1970,25.34,0.2720833333333333,1975.5
548,Equatorial Guinea,1980,25.38,0.38124999999999964,1985.5
549,Equatorial Guinea,1990,25.58,0.4329166666666665,1995.5
550,Equatorial Guinea,2000,25.94,0.4433333333333334,2005.5
551,Equatorial Guinea,2010,25.85,0.4909090909090909,2011.909090909091
552,Eritrea,1900,23.59,1.1574999999999998,1905.5
553,Eritrea,1910,23.61,1.12,1915.5
554,Eritrea,1920,23.92,0.9966666666666664,1925.5
555,Eritrea,1930,23.92,0.9308333333333334,1935.5
556,Eritrea,1940,24.13,0.8041666666666668,1945.5
557,Eritrea,1950,24.07,0.745,1955.5
558,Eritrea,1960,23.9,0.6099999999999998,1965.5
559,Eritrea,1970,24.08,0.5199999999999999,1975.5
560,Eritrea,1980,24.11,0.7716666666666666,1985.5
561,Eritrea,1990,24.36,0.6533333333333332,1995.5
562,Eritrea,2000,24.88,0.5549999999999997,2005.5
563,Eritrea,2010,25.2,0.8272727272727273,2011.909090909091
564,Estonia,1900,4.64,0.46291666666666664,1905.5
565,Estonia,1910,4.68,0.4620833333333332,1915.5
566,Estonia,1920,4.72,0.36625000000000013,1925.5
567,Estonia,1930,5.38,0.33874999999999983,1935.5
568,Estonia,1940,4.81,0.3454166666666666,1945.5
569,Estonia,1950,4.76,0.3516666666666665,1955.5
570,Estonia,1960,4.61,0.3316666666666664,1965.5
571,Estonia,1970,5.07,0.2949999999999999,1975.5
572,Estonia,1980,5.28,0.2983333333333334,1985.5
573,Estonia,1990,5.72,0.2716666666666668,1995.5
574,Estonia,2000,6.03,0.26875000000000004,2005.5
575,Estonia,2010,6.27,0.32272727272727275,2011.909090909091
576,Ethiopia,1900,20.26,1.1256481481481488,1905.5
577,Ethiopia,1910,20.36,1.0054629629629646,1915.5
578,Ethiopia,1920,20.35,0.8398148148148148,1925.5
579,Ethiopia,1930,20.6,0.6970370370370371,1935.5
580,Ethiopia,1940,20.68,0.6837962962962952,1945.5
581,Ethiopia,1950,20.62,0.8712962962962959,1955.5
582,Ethiopia,1960,20.5,0.5890740740740731,1965.5
583,Ethiopia,1970,20.69,0.4544444444444442,1975.5
584,Ethiopia,1980,20.86,0.513703703703703,1985.5
585,Ethiopia,1990,20.99,0.768518518518517,1995.5
586,Ethiopia,2000,21.44,0.6518518518518508,2005.5
587,Ethiopia,2010,21.87,1.2037037037037035,2011.909090909091
588,Finland,1900,3.65,0.45550000000000096,1905.5
589,Finland,1910,3.68,0.4211666666666673,1915.5
590,Finland,1920,3.79,0.3743333333333346,1925.5
591,Finland,1930,4.55,0.37166666666666787,1935.5
592,Finland,1940,3.99,0.3543333333333343,1945.5
593,Finland,1950,3.83,0.3711666666666675,1955.5
594,Finland,1960,3.65,0.3635000000000011,1965.5
595,Finland,1970,4.07,0.333500000000001,1975.5
596,Finland,1980,4.11,0.3245000000000003,1985.5
597,Finland,1990,4.74,0.32550000000000057,1995.5
598,Finland,2000,5.01,0.33766666666666734,2005.5
599,Finland,2010,5.28,0.44060606060606056,2011.909090909091
600,France,1900,10.02,0.47233796296296626,1905.5
601,France,1910,10.21,0.4513657407407411,1915.5
602,France,1920,10.47,0.38768518518518585,1925.5
603,France,1930,10.34,0.38717592592592653,1935.5
604,France,1940,10.74,0.35004629629629697,1945.5
605,France,1950,10.51,0.3371296296296294,1955.5
606,France,1960,10.35,0.3142129629629613,1965.5
607,France,1970,10.4,0.28381944444444435,1975.5
608,France,1980,10.86,0.27203703703703713,1985.5
609,France,1990,11.24,0.25067129629629986,1995.5
610,France,2000,11.39,0.2431712962962995,2005.5
611,France,2010,11.58,0.33484848484848456,2011.909090909091
612,Gabon,1900,25.41,0.8637499999999998,1905.5
613,Gabon,1910,25.8,0.7920833333333334,1915.5
614,Gabon,1920,25.91,0.7087499999999984,1925.5
615,Gabon,1930,26.1,0.7712499999999995,1935.5
616,Gabon,1940,26.27,0.4129166666666666,1945.5
617,Gabon,1950,25.96,0.3395833333333333,1955.5
618,Gabon,1960,26.04,0.29958333333333337,1965.5
619,Gabon,1970,26.02,0.31458333333333305,1975.5
620,Gabon,1980,26.14,0.42,1985.5
621,Gabon,1990,26.32,0.44499999999999973,1995.5
622,Gabon,2000,26.64,0.49458333333333315,2005.5
623,Gabon,2010,26.55,0.5787878787878787,2011.909090909091
624,Gambia,1900,24.78,0.6766666666666665,1905.5
625,Gambia,1910,24.98,0.8574999999999999,1915.5
626,Gambia,1920,25.15,0.6224999999999998,1925.5
627,Gambia,1930,25.16,0.6850000000000005,1935.5
628,Gambia,1940,25.26,0.353333333333333,1945.5
629,Gambia,1950,25.07,0.3308333333333332,1955.5
630,Gambia,1960,25.32,0.3866666666666664,1965.5
631,Gambia,1970,25.29,0.4174999999999999,1975.5
632,Gambia,1980,25.65,0.4591666666666667,1985.5
633,Gambia,1990,25.84,0.4841666666666669,1995.5
634,Gambia,2000,26.02,0.5516666666666664,2005.5
635,Gambia,2010,25.82,0.5727272727272728,2011.909090909091
636,Georgia,1900,8.1,0.868333333333333,1905.5
637,Georgia,1910,8.31,0.7808333333333339,1915.5
638,Georgia,1920,8.34,0.8108333333333332,1925.5
639,Georgia,1930,8.39,0.5508333333333331,1935.5
640,Georgia,1940,8.4,0.5408333333333332,1945.5
641,Georgia,1950,8.64,0.4966666666666668,1955.5
642,Georgia,1960,8.96,0.4441666666666667,1965.5
643,Georgia,1970,8.62,0.44249999999999995,1975.5
644,Georgia,1980,8.95,0.44250000000000006,1985.5
645,Georgia,1990,9.17,0.4133333333333336,1995.5
646,Georgia,2000,9.77,0.4258333333333332,2005.5
647,Georgia,2010,9.94,0.46060606060606074,2011.909090909091
648,Germany,1900,8.24,0.399753086419774,1905.5
649,Germany,1910,8.53,0.3602674897119556,1915.5
650,Germany,1920,8.48,0.32374485596709857,1925.5
651,Germany,1930,8.61,0.3269650205761478,1935.5
652,Germany,1940,8.77,0.29799382716050066,1945.5
653,Germany,1950,8.66,0.29477366255144427,1955.5
654,Germany,1960,8.46,0.2855864197530907,1965.5
655,Germany,1970,8.74,0.269084362139918,1975.5
656,Germany,1980,8.96,0.2567695473251037,1985.5
657,Germany,1990,9.4,0.24606995884773514,1995.5
658,Germany,2000,9.64,0.24170781893003995,2005.5
659,Germany,2010,9.75,0.276131687242797,2011.909090909091
660,Ghana,1900,25.79,0.8579629629629628,1905.5
661,Ghana,1910,26.35,0.8594444444444416,1915.5
662,Ghana,1920,26.49,0.6565740740740732,1925.5
663,Ghana,1930,26.47,0.5574999999999984,1935.5
664,Ghana,1940,26.59,0.3125000000000005,1945.5
665,Ghana,1950,26.34,0.2974074074074071,1955.5
666,Ghana,1960,26.42,0.28962962962962985,1965.5
667,Ghana,1970,26.46,0.3021296296296297,1975.5
668,Ghana,1980,26.75,0.35074074074074146,1985.5
669,Ghana,1990,26.77,0.3353703703703709,1995.5
670,Ghana,2000,27.12,0.3447222222222222,2005.5
671,Ghana,2010,27.1,0.42390572390572395,2011.909090909091
672,Greece,1900,16.13,0.6453571428571432,1905.5
673,Greece,1910,16.33,0.6564285714285713,1915.5
674,Greece,1920,16.7,0.6439285714285712,1925.5
675,Greece,1930,16.66,0.5807142857142858,1935.5
676,Greece,1940,16.61,0.5117857142857137,1945.5
677,Greece,1950,16.69,0.39190476190476203,1955.5
678,Greece,1960,16.73,0.346785714285715,1965.5
679,Greece,1970,16.35,0.312380952380953,1975.5
680,Greece,1980,16.56,0.3261904761904766,1985.5
681,Greece,1990,16.79,0.3044047619047622,1995.5
682,Greece,2000,17.35,0.3029761904761908,2005.5
683,Greece,2010,17.55,0.3878787878787875,2011.909090909091
684,Guatemala,1900,18.71,0.9558333333333338,1905.5
685,Guatemala,1910,19.05,0.6433333333333346,1915.5
686,Guatemala,1920,19.31,0.6000000000000009,1925.5
687,Guatemala,1930,19.27,0.5424999999999989,1935.5
688,Guatemala,1940,19.47,0.5583333333333316,1945.5
689,Guatemala,1950,19.49,0.40249999999999914,1955.5
690,Guatemala,1960,19.36,0.33083333333333315,1965.5
691,Guatemala,1970,19.51,0.3275000000000004,1975.5
692,Guatemala,1980,19.61,0.3566666666666673,1985.5
693,Guatemala,1990,19.86,0.3191666666666667,1995.5
694,Guatemala,2000,19.87,0.315833333333334,2005.5
695,Guatemala,2010,20.01,0.44545454545454566,2011.909090909091
696,Guinea,1900,25.17,0.8208333333333341,1905.5
697,Guinea,1910,25.45,0.8577083333333345,1915.5
698,Guinea,1920,25.44,0.7304166666666673,1925.5
699,Guinea,1930,25.56,0.5970833333333335,1935.5
700,Guinea,1940,25.64,0.38145833333333373,1945.5
701,Guinea,1950,25.57,0.32645833333333396,1955.5
702,Guinea,1960,25.64,0.32833333333333353,1965.5
703,Guinea,1970,25.73,0.3252083333333339,1975.5
704,Guinea,1980,25.93,0.3664583333333337,1985.5
705,Guinea,1990,26.07,0.47083333333333505,1995.5
706,Guinea,2000,26.44,0.5704166666666668,2005.5
707,Guinea,2010,26.34,0.6689393939393938,2011.909090909091
708,Guinea Bissau,1900,26.71,0.7516666666666669,1905.5
709,Guinea Bissau,1910,26.9,0.8824999999999998,1915.5
710,Guinea Bissau,1920,26.98,0.7341666666666669,1925.5
711,Guinea Bissau,1930,27.11,0.5424999999999999,1935.5
712,Guinea Bissau,1940,27.14,0.31499999999999984,1945.5
713,Guinea Bissau,1950,27.04,0.33249999999999974,1955.5
714,Guinea Bissau,1960,27.16,0.37916666666666643,1965.5
715,Guinea Bissau,1970,27.21,0.33666666666666667,1975.5
716,Guinea Bissau,1980,27.54,0.4108333333333333,1985.5
717,Guinea Bissau,1990,27.69,0.47583333333333333,1995.5
718,Guinea Bissau,2000,27.91,0.514166666666666,2005.5
719,Guinea Bissau,2010,27.94,0.5393939393939394,2011.909090909091
720,Guyana,1900,26.24,0.6225,1905.5
721,Guyana,1910,26.26,0.5783333333333334,1915.5
722,Guyana,1920,26.37,0.42999999999999966,1925.5
723,Guyana,1930,26.64,0.35083333333333305,1935.5
724,Guyana,1940,26.65,0.34499999999999975,1945.5
725,Guyana,1950,26.84,0.3699999999999998,1955.5
726,Guyana,1960,26.86,0.37833333333333313,1965.5
727,Guyana,1970,26.78,0.3024999999999998,1975.5
728,Guyana,1980,26.95,0.3708333333333332,1985.5
729,Guyana,1990,27.2,0.3499999999999997,1995.5
730,Guyana,2000,27.49,0.408333333333333,2005.5
731,Guyana,2010,27.39,0.49696969696969706,2011.909090909091
732,Haiti,1900,26.11,0.6521666666666663,1905.5
733,Haiti,1910,26.14,0.5465000000000011,1915.5
734,Haiti,1920,26.36,0.5285000000000007,1925.5
735,Haiti,1930,26.43,0.5028333333333334,1935.5
736,Haiti,1940,26.54,0.39750000000000113,1945.5
737,Haiti,1950,26.58,0.36183333333333456,1955.5
738,Haiti,1960,26.61,0.3850000000000011,1965.5
739,Haiti,1970,26.61,0.3656666666666677,1975.5
740,Haiti,1980,26.86,0.402000000000002,1985.5
741,Haiti,1990,27.03,0.5280000000000006,1995.5
742,Haiti,2000,27.25,0.4206666666666681,2005.5
743,Haiti,2010,27.08,0.5515151515151515,2011.909090909091
744,Honduras,1900,23.48,0.9508333333333346,1905.5
745,Honduras,1910,23.86,0.6028333333333331,1915.5
746,Honduras,1920,24.08,0.6176666666666667,1925.5
747,Honduras,1930,24.07,0.589333333333333,1935.5
748,Honduras,1940,24.22,0.5406666666666673,1945.5
749,Honduras,1950,24.27,0.5418333333333335,1955.5
750,Honduras,1960,24.15,0.35850000000000126,1965.5
751,Honduras,1970,24.27,0.33616666666666817,1975.5
752,Honduras,1980,24.41,0.4066666666666682,1985.5
753,Honduras,1990,24.79,0.40283333333333415,1995.5
754,Honduras,2000,24.67,0.38550000000000156,2005.5
755,Honduras,2010,24.8,0.4490909090909087,2011.909090909091
756,Hong Kong,1900,21.18,0.6049999999999999,1905.5
757,Hong Kong,1910,21.23,0.5591666666666666,1915.5
758,Hong Kong,1920,21.42,0.4491666666666664,1925.5
759,Hong Kong,1930,21.45,0.3866666666666661,1935.5
760,Hong Kong,1940,21.87,0.47416666666666624,1945.5
761,Hong Kong,1950,21.73,0.3308333333333332,1955.5
762,Hong Kong,1960,21.69,0.2700000000000001,1965.5
763,Hong Kong,1970,21.69,0.2491666666666666,1975.5
764,Hong Kong,1980,21.75,0.2233333333333333,1985.5
765,Hong Kong,1990,21.77,0.23666666666666653,1995.5
766,Hong Kong,2000,22.07,0.21500000000000005,2005.5
767,Hong Kong,2010,21.95,0.393939393939394,2011.909090909091
768,Hungary,1900,9.6,0.4672222222222218,1905.5
769,Hungary,1910,9.7,0.48722222222222256,1915.5
770,Hungary,1920,9.92,0.44833333333333325,1925.5
771,Hungary,1930,9.83,0.42583333333333245,1935.5
772,Hungary,1940,10.04,0.4211111111111106,1945.5
773,Hungary,1950,10.06,0.3792592592592597,1955.5
774,Hungary,1960,9.92,0.3538888888888888,1965.5
775,Hungary,1970,10.02,0.3092592592592591,1975.5
776,Hungary,1980,10.19,0.32277777777777766,1985.5
777,Hungary,1990,10.55,0.3108333333333339,1995.5
778,Hungary,2000,10.95,0.30712962962962986,2005.5
779,Hungary,2010,11.5,0.3744107744107744,2011.909090909091
780,Iceland,1900,1.27,0.6516666666666663,1905.5
781,Iceland,1910,1.27,0.6641666666666665,1915.5
782,Iceland,1920,1.83,0.6958333333333336,1925.5
783,Iceland,1930,2.43,0.7316666666666667,1935.5
784,Iceland,1940,2.13,0.5750000000000003,1945.5
785,Iceland,1950,2.0,0.4149999999999999,1955.5
786,Iceland,1960,1.52,0.48749999999999977,1965.5
787,Iceland,1970,1.73,0.4683333333333328,1975.5
788,Iceland,1980,1.52,0.35166666666666624,1985.5
789,Iceland,1990,1.91,0.3683333333333333,1995.5
790,Iceland,2000,2.75,0.38916666666666627,2005.5
791,Iceland,2010,2.75,0.43333333333333335,2011.909090909091
792,India,1900,25.31,0.504106990622333,1905.5
793,India,1910,25.31,0.49651960784313565,1915.5
794,India,1920,25.44,0.4521504688831763,1925.5
795,India,1930,25.38,0.39446504688828765,1935.5
796,India,1940,25.56,0.37583333333328095,1945.5
797,India,1950,25.75,0.4154497016197454,1955.5
798,India,1960,25.59,0.44375745950551765,1965.5
799,India,1970,25.68,0.4032672634270679,1975.5
800,India,1980,25.82,0.39310102301785854,1985.5
801,India,1990,25.91,0.3647634271099332,1995.5
802,India,2000,26.21,0.3829816709291939,2005.5
803,India,2010,26.24,0.45233666589165045,2011.909090909091
804,Indonesia,1900,25.68,0.6041839080459754,1905.5
805,Indonesia,1910,25.71,0.5087643678160836,1915.5
806,Indonesia,1920,25.82,0.4264712643678146,1925.5
807,Indonesia,1930,26.0,0.3915172413793136,1935.5
808,Indonesia,1940,26.17,0.6408620689654899,1945.5
809,Indonesia,1950,26.27,0.5825747126436561,1955.5
810,Indonesia,1960,26.19,0.366724137931035,1965.5
811,Indonesia,1970,26.26,0.39060919540229827,1975.5
812,Indonesia,1980,26.41,0.38684482758620214,1985.5
813,Indonesia,1990,26.6,0.2906666666666659,1995.5
814,Indonesia,2000,26.77,0.33190804597701434,2005.5
815,Indonesia,2010,26.69,0.3615047021943568,2011.909090909091
816,Iran,1900,14.72,0.8342929292929264,1905.5
817,Iran,1910,14.69,0.8321338383838379,1915.5
818,Iran,1920,14.86,0.7685858585858562,1925.5
819,Iran,1930,14.9,0.6408712121212117,1935.5
820,Iran,1940,14.96,0.5998358585858669,1945.5
821,Iran,1950,15.08,0.657664141414146,1955.5
822,Iran,1960,15.28,0.5309217171717269,1965.5
823,Iran,1970,15.13,0.49816919191920633,1975.5
824,Iran,1980,15.48,0.4953030303030459,1985.5
825,Iran,1990,15.77,0.3856691919192069,1995.5
826,Iran,2000,16.5,0.4607449494949647,2005.5
827,Iran,2010,16.67,0.57786960514233,2011.909090909091
828,Iraq,1900,19.75,0.7972916666666667,1905.5
829,Iraq,1910,19.65,0.8120833333333327,1915.5
830,Iraq,1920,19.98,0.7833333333333331,1925.5
831,Iraq,1930,20.0,0.6287500000000006,1935.5
832,Iraq,1940,19.89,0.5847916666666664,1945.5
833,Iraq,1950,20.16,0.5508333333333336,1955.5
834,Iraq,1960,20.38,0.4916666666666673,1965.5
835,Iraq,1970,20.24,0.5183333333333341,1975.5
836,Iraq,1980,20.37,0.4672916666666684,1985.5
837,Iraq,1990,20.63,0.4950000000000011,1995.5
838,Iraq,2000,21.31,0.39041666666666763,2005.5
839,Iraq,2010,21.52,0.5378787878787875,2011.909090909091
840,Ireland,1900,8.92,0.4879166666666669,1905.5
841,Ireland,1910,9.08,0.4712500000000002,1915.5
842,Ireland,1920,9.24,0.3908333333333332,1925.5
843,Ireland,1930,9.49,0.36708333333333343,1935.5
844,Ireland,1940,9.56,0.315833333333333,1945.5
845,Ireland,1950,9.42,0.2741666666666667,1955.5
846,Ireland,1960,9.14,0.2520833333333335,1965.5
847,Ireland,1970,9.37,0.23875000000000027,1975.5
848,Ireland,1980,9.45,0.21041666666666697,1985.5
849,Ireland,1990,9.84,0.21916666666666726,1995.5
850,Ireland,2000,10.04,0.2475000000000003,2005.5
851,Ireland,2010,9.91,0.3560606060606061,2011.909090909091
852,Israel,1900,18.79,0.47240740740740583,1905.5
853,Israel,1910,18.75,0.5262962962962945,1915.5
854,Israel,1920,19.22,0.4289814814814798,1925.5
855,Israel,1930,19.38,0.43851851851851775,1935.5
856,Israel,1940,19.1,0.436574074074073,1945.5
857,Israel,1950,19.44,0.3703703703703704,1955.5
858,Israel,1960,19.41,0.3450925925925926,1965.5
859,Israel,1970,19.26,0.3068518518518519,1975.5
860,Israel,1980,19.25,0.295740740740741,1985.5
861,Israel,1990,19.59,0.3108333333333332,1995.5
862,Israel,2000,20.24,0.2872222222222222,2005.5
863,Israel,2010,20.11,0.511784511784512,2011.909090909091
864,Italy,1900,12.29,0.5154960317460402,1905.5
865,Italy,1910,12.46,0.5186309523809582,1915.5
866,Italy,1920,12.83,0.47561507936508757,1925.5
867,Italy,1930,12.61,0.5003174603174706,1935.5
868,Italy,1940,13.04,0.5010912698412793,1945.5
869,Italy,1950,12.83,0.4014087301587328,1955.5
870,Italy,1960,12.76,0.3551190476190491,1965.5
871,Italy,1970,12.61,0.35992063492063747,1975.5
872,Italy,1980,13.06,0.36880952380952414,1985.5
873,Italy,1990,13.47,0.3624404761904762,1995.5
874,Italy,2000,13.68,0.35563492063492347,2005.5
875,Italy,2010,14.04,0.45324675324675073,2011.909090909091
876,Jamaica,1900,26.12,0.7075000000000002,1905.5
877,Jamaica,1910,26.24,0.5702777777777783,1915.5
878,Jamaica,1920,26.49,0.5130555555555564,1925.5
879,Jamaica,1930,26.44,0.4775000000000007,1935.5
880,Jamaica,1940,26.58,0.5316666666666673,1945.5
881,Jamaica,1950,26.6,0.398055555555556,1955.5
882,Jamaica,1960,26.6,0.4780555555555558,1965.5
883,Jamaica,1970,26.66,0.3594444444444446,1975.5
884,Jamaica,1980,26.87,0.35222222222222216,1985.5
885,Jamaica,1990,27.08,0.4327777777777777,1995.5
886,Jamaica,2000,27.17,0.44472222222222246,2005.5
887,Jamaica,2010,27.15,0.6080808080808081,2011.909090909091
888,Japan,1900,12.93,0.37571428571426324,1905.5
889,Japan,1910,13.34,0.34353333333332525,1915.5
890,Japan,1920,13.24,0.2994952380952343,1925.5
891,Japan,1930,13.3,0.26451904761903305,1935.5
892,Japan,1940,13.42,0.2335714285714083,1945.5
893,Japan,1950,13.8,0.25525714285713047,1955.5
894,Japan,1960,13.65,0.2455047619047538,1965.5
895,Japan,1970,13.67,0.232242857142836,1975.5
896,Japan,1980,13.7,0.23162857142855184,1985.5
897,Japan,1990,14.12,0.21269047619044495,1995.5
898,Japan,2000,14.31,0.22155714285711778,2005.5
899,Japan,2010,14.19,0.31092640692640927,2011.909090909091
900,Jordan,1900,18.14,0.4891666666666666,1905.5
901,Jordan,1910,18.08,0.5366666666666665,1915.5
902,Jordan,1920,18.58,0.44166666666666665,1925.5
903,Jordan,1930,18.72,0.4349999999999996,1935.5
904,Jordan,1940,18.49,0.4299999999999998,1945.5
905,Jordan,1950,18.79,0.3683333333333332,1955.5
906,Jordan,1960,18.78,0.3624999999999999,1965.5
907,Jordan,1970,18.57,0.3041666666666669,1975.5
908,Jordan,1980,18.62,0.29333333333333333,1985.5
909,Jordan,1990,18.98,0.3400000000000001,1995.5
910,Jordan,2000,19.59,0.2949999999999999,2005.5
911,Jordan,2010,19.46,0.5303030303030303,2011.909090909091
912,Kazakhstan,1900,3.91,0.9053333333333299,1905.5
913,Kazakhstan,1910,4.18,0.9796111111111113,1915.5
914,Kazakhstan,1920,4.33,0.8529444444444421,1925.5
915,Kazakhstan,1930,4.21,0.6398888888888906,1935.5
916,Kazakhstan,1940,4.25,0.5669444444444455,1945.5
917,Kazakhstan,1950,4.15,0.5736666666666649,1955.5
918,Kazakhstan,1960,4.79,0.49172222222222245,1965.5
919,Kazakhstan,1970,4.81,0.41055555555555473,1975.5
920,Kazakhstan,1980,5.3,0.40027777777777485,1985.5
921,Kazakhstan,1990,5.36,0.41944444444444356,1995.5
922,Kazakhstan,2000,5.98,0.41266666666666685,2005.5
923,Kazakhstan,2010,5.72,0.611919191919192,2011.909090909091
924,Kenya,1900,19.94,0.8594444444444447,1905.5
925,Kenya,1910,20.02,0.6799999999999989,1915.5
926,Kenya,1920,20.02,0.6569444444444444,1925.5
927,Kenya,1930,20.28,0.3772222222222231,1935.5
928,Kenya,1940,20.29,0.3538888888888907,1945.5
929,Kenya,1950,20.29,0.3751388888888902,1955.5
930,Kenya,1960,20.19,0.36041666666666794,1965.5
931,Kenya,1970,20.37,0.37597222222222365,1975.5
932,Kenya,1980,20.59,0.3827777777777784,1985.5
933,Kenya,1990,20.68,0.372361111111111,1995.5
934,Kenya,2000,20.98,0.363055555555557,2005.5
935,Kenya,2010,21.06,0.4873737373737375,2011.909090909091
936,Laos,1900,24.0,0.6450000000000002,1905.5
937,Laos,1910,24.01,0.5699999999999998,1915.5
938,Laos,1920,24.11,0.6258333333333334,1925.5
939,Laos,1930,24.21,0.43833333333333324,1935.5
940,Laos,1940,24.49,0.7775000000000003,1945.5
941,Laos,1950,24.47,0.46083333333333304,1955.5
942,Laos,1960,24.46,0.35250000000000004,1965.5
943,Laos,1970,24.39,0.34249999999999997,1975.5
944,Laos,1980,24.41,0.3299999999999999,1985.5
945,Laos,1990,24.55,0.2608333333333332,1995.5
946,Laos,2000,24.79,0.34083333333333327,2005.5
947,Laos,2010,25.12,0.506060606060606,2011.909090909091
948,Latvia,1900,5.26,0.4516666666666667,1905.5
949,Latvia,1910,5.41,0.46708333333333324,1915.5
950,Latvia,1920,5.3,0.3612499999999997,1925.5
951,Latvia,1930,5.86,0.3429166666666663,1935.5
952,Latvia,1940,5.47,0.35499999999999976,1945.5
953,Latvia,1950,5.49,0.3458333333333333,1955.5
954,Latvia,1960,5.29,0.3024999999999998,1965.5
955,Latvia,1970,5.74,0.2541666666666665,1975.5
956,Latvia,1980,6.01,0.26249999999999996,1985.5
957,Latvia,1990,6.42,0.23249999999999998,1995.5
958,Latvia,2000,6.73,0.2466666666666666,2005.5
959,Latvia,2010,6.87,0.3212121212121212,2011.909090909091
960,Lebanon,1900,18.51,0.5113888888888892,1905.5
961,Lebanon,1910,18.47,0.525555555555556,1915.5
962,Lebanon,1920,18.96,0.3922222222222225,1925.5
963,Lebanon,1930,19.06,0.4050000000000009,1935.5
964,Lebanon,1940,18.88,0.38277777777777805,1945.5
965,Lebanon,1950,19.13,0.3583333333333335,1955.5
966,Lebanon,1960,19.16,0.37083333333333335,1965.5
967,Lebanon,1970,18.94,0.3158333333333336,1975.5
968,Lebanon,1980,18.99,0.2944444444444445,1985.5
969,Lebanon,1990,19.3,0.3161111111111112,1995.5
970,Lebanon,2000,19.92,0.2833333333333335,2005.5
971,Lebanon,2010,19.8,0.5020202020202019,2011.909090909091
972,Lesotho,1900,13.51,0.7533333333333333,1905.5
